viewer,title,rating
u057,"Matrix, The (1999)",4.0
u057,Mission: Impossible (1996),4.0
u057,"Monsters, Inc. (2001)",4.0
u057,Pulp Fiction (1994),4.0
u057,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0
u057,Saving Private Ryan (1998),5.0
u057,Schindler's List (1993),5.0
u057,Seven (a.k.a. Se7en) (1995),4.0
u057,"Shawshank Redemption, The (1994)",4.0
u057,"Silence of the Lambs, The (1991)",4.0
u057,Speed (1994),4.0
u057,Star Wars: Episode IV - A New Hope (1977),4.0
u057,True Lies (1994),4.0
u057,"Truman Show, The (1998)",4.0
u057,Willy Wonka & the Chocolate Factory (1971),4.0
u058,Aladdin (1992),4.0
u058,"Dark Knight, The (2008)",5.0
u058,Fight Club (1999),5.0
u058,Finding Nemo (2003),4.5
u058,Forrest Gump (1994),4.0
u058,Gladiator (2000),5.0
u058,"Incredibles, The (2004)",4.5
u058,"Lion King, The (1994)",4.0
u058,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0
u058,"Lord of the Rings: The Return of the King, The (2003)",4.0
u058,"Monsters, Inc. (2001)",4.0
u058,Ocean's Eleven (2001),4.0
u058,Office Space (1999),4.0
u058,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.0
u058,Pulp Fiction (1994),4.0
u058,Saving Private Ryan (1998),4.0
u058,"Shawshank Redemption, The (1994)",4.0
u058,Shrek (2001),4.0
u058,Star Wars: Episode IV - A New Hope (1977),4.0
u058,Star Wars: Episode VI - Return of the Jedi (1983),4.5
u058,Toy Story (1995),4.0
u058,WALL·E (2008),5.0
u059,Aladdin (1992),5.0
u059,Apollo 13 (1995),5.0
u059,Babe (1995),4.0
u059,Beauty and the Beast (1991),4.0
u059,Dances with Wolves (1990),4.0
u059,Forrest Gump (1994),4.0
u059,"Fugitive, The (1993)",4.0
u059,"Lion King, The (1994)",4.0
u059,Pulp Fiction (1994),5.0
u059,Schindler's List (1993),5.0
u059,Seven (a.k.a. Se7en) (1995),4.0
u059,"Silence of the Lambs, The (1991)",5.0
u059,Speed (1994),4.0
u059,True Lies (1994),4.0
u059,"Usual Suspects, The (1995)",5.0
u060,Aladdin (1992),4.5
u060,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0
u060,American Beauty (1999),4.0
u060,American History X (1998),5.0
u060,Braveheart (1995),4.5
u060,Dances with Wolves (1990),5.0
u060,Fight Club (1999),4.0
u060,Finding Nemo (2003),5.0
u060,Forrest Gump (1994),4.0
u060,Gladiator (2000),4.0
u060,"Green Mile, The (1999)",4.0
u060,Indiana Jones and the Last Crusade (1989),4.0
u060,"Lion King, The (1994)",4.5
u060,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5
u060,"Lord of the Rings: The Return of the King, The (2003)",4.5
u060,"Lord of the Rings: The Two Towers, The (2002)",4.5
u060,"Matrix, The (1999)",4.0
u060,Memento (2000),5.0
u060,One Flew Over the Cuckoo's Nest (1975),4.0
u060,Pirates of the Caribbean: The Curse of the Black Pearl (2003),5.0
u060,Pulp Fiction (1994),4.0
u060,Seven (a.k.a. Se7en) (1995),4.5
u060,Shrek (2001),5.0
u060,"Silence of the Lambs, The (1991)",4.5
u060,"Sixth Sense, The (1999)",4.0
u060,Trainspotting (1996),4.0
u060,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0
u061,American Beauty (1999),4.0
u061,American History X (1998),5.0
u061,Blade Runner (1982),4.0
u061,"Dark Knight, The (2008)",4.0
u061,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),5.0
u061,Eternal Sunshine of the Spotless Mind (2004),5.0
u061,Fargo (1996),4.0
u061,Fight Club (1999),5.0
u061,"Godfather, The (1972)",5.0
u061,"Godfather: Part II, The (1974)",4.0
u061,Goodfellas (1990),4.0
u061,"Matrix, The (1999)",4.0
u061,One Flew Over the Cuckoo's Nest (1975),4.5
u061,Pulp Fiction (1994),4.5
u061,Schindler's List (1993),4.5
u061,Seven (a.k.a. Se7en) (1995),5.0
u061,"Silence of the Lambs, The (1991)",4.5
u061,Taxi Driver (1976),5.0
u061,"Usual Suspects, The (1995)",4.5
u062,2001: A Space Odyssey (1968),4.5
u062,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0
u062,American Beauty (1999),4.5
u062,Apocalypse Now (1979),4.0
u062,Apollo 13 (1995),4.0
u062,Babe (1995),4.0
u062,Blade Runner (1982),4.0
u062,Casablanca (1942),5.0
u062,"Clockwork Orange, A (1971)",5.0
u062,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),5.0
u062,Fargo (1996),5.0
u062,Finding Nemo (2003),4.0
u062,Full Metal Jacket (1987),4.5
u062,"Godfather, The (1972)",5.0
u062,"Godfather: Part II, The (1974)",4.0
u062,Good Will Hunting (1997),4.0
u062,Goodfellas (1990),4.0
u062,Groundhog Day (1993),5.0
u062,L.A. Confidential (1997),5.0
u062,Memento (2000),4.5
u062,Monty Python and the Holy Grail (1975),5.0
u062,One Flew Over the Cuckoo's Nest (1975),4.0
u062,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.0
u062,Pulp Fiction (1994),5.0
u062,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0
u062,Reservoir Dogs (1992),4.0
u062,"Shawshank Redemption, The (1994)",4.5
u062,"Silence of the Lambs, The (1991)",4.0
u062,Taxi Driver (1976),4.0
u062,Toy Story (1995),4.0
u062,Trainspotting (1996),4.0
u062,"Usual Suspects, The (1995)",4.0
u063,2001: A Space Odyssey (1968),5.0
u063,American Beauty (1999),5.0
u063,Apocalypse Now (1979),5.0
u063,Apollo 13 (1995),5.0
u063,Babe (1995),5.0
u063,Back to the Future (1985),5.0
u063,Blade Runner (1982),5.0
u063,Braveheart (1995),4.0
u063,Fargo (1996),5.0
u063,Fight Club (1999),4.5
u063,Full Metal Jacket (1987),4.0
u063,Gladiator (2000),5.0
u063,"Godfather, The (1972)",5.0
u063,"Godfather: Part II, The (1974)",5.0
u063,Goodfellas (1990),4.0
u063,"Green Mile, The (1999)",4.0
u063,"Lion King, The (1994)",5.0
u063,"Lord of the Rings: The Return of the King, The (2003)",5.0
u063,"Matrix, The (1999)",4.0
u063,Pulp Fiction (1994),5.0
u063,Saving Private Ryan (1998),5.0
u063,Schindler's List (1993),5.0
u063,Seven (a.k.a. Se7en) (1995),5.0
u063,Shrek (2001),4.0
u063,"Sixth Sense, The (1999)",5.0
u063,Star Wars: Episode IV - A New Hope (1977),5.0
u063,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
u063,Star Wars: Episode VI - Return of the Jedi (1983),5.0
u063,Taxi Driver (1976),5.0
u063,Terminator 2: Judgment Day (1991),5.0
u063,"Terminator, The (1984)",4.0
u063,Toy Story (1995),4.0
u063,Trainspotting (1996),5.0
u063,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5.0
u063,"Usual Suspects, The (1995)",4.0
u064,Apollo 13 (1995),4.0
u064,Batman Begins (2005),5.0
u064,"Bourne Identity, The (2002)",4.5
u064,"Incredibles, The (2004)",4.5
u064,Indiana Jones and the Last Crusade (1989),4.5
u064,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0
u064,"Lord of the Rings: The Return of the King, The (2003)",4.5
u064,"Lord of the Rings: The Two Towers, The (2002)",4.5
u064,"Monsters, Inc. (2001)",4.5
u064,Monty Python and the Holy Grail (1975),4.0
u064,Ocean's Eleven (2001),4.5
u064,Office Space (1999),5.0
u064,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.5
u064,"Princess Bride, The (1987)",4.5
u064,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0
u064,"Shawshank Redemption, The (1994)",5.0
u064,Shrek (2001),4.5
u064,Star Wars: Episode IV - A New Hope (1977),4.0
u064,Star Wars: Episode V - The Empire Strikes Back (1980),4.5
u064,Star Wars: Episode VI - Return of the Jedi (1983),4.0
u064,Trainspotting (1996),4.5
u064,Willy Wonka & the Chocolate Factory (1971),4.5
u065,American Beauty (1999),5.0
u065,Apocalypse Now (1979),5.0
u065,Casablanca (1942),4.5
u065,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),5.0
u065,Fargo (1996),5.0
u065,Forrest Gump (1994),4.0
u065,Full Metal Jacket (1987),4.5
u065,"Godfather, The (1972)",5.0
u065,"Godfather: Part II, The (1974)",5.0
u065,Goodfellas (1990),5.0
u065,L.A. Confidential (1997),4.5
u065,One Flew Over the Cuckoo's Nest (1975),4.5
u065,Pulp Fiction (1994),4.5
u065,Reservoir Dogs (1992),5.0
u065,Taxi Driver (1976),4.5
u066,Aladdin (1992),5.0
u066,Apollo 13 (1995),4.5
u066,Babe (1995),4.0
u066,Back to the Future (1985),4.0
u066,"Beautiful Mind, A (2001)",4.5
u066,Beauty and the Beast (1991),5.0
u066,Catch Me If You Can (2002),5.0
u066,E.T. the Extra-Terrestrial (1982),4.0
u066,Finding Nemo (2003),5.0
u066,Forrest Gump (1994),4.5
u066,"Fugitive, The (1993)",4.0
u066,"Green Mile, The (1999)",4.5
u066,Groundhog Day (1993),4.0
u066,Jurassic Park (1993),4.0
u066,"Lion King, The (1994)",4.5
u066,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5
u066,"Lord of the Rings: The Return of the King, The (2003)",5.0
u066,"Lord of the Rings: The Two Towers, The (2002)",4.5
u066,"Matrix, The (1999)",4.5
u066,"Monsters, Inc. (2001)",5.0
u066,Monty Python and the Holy Grail (1975),5.0
u066,Ocean's Eleven (2001),4.5
u066,Office Space (1999),5.0
u066,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.5
u066,"Princess Bride, The (1987)",4.0
u066,Saving Private Ryan (1998),5.0
u066,Schindler's List (1993),5.0
u066,"Shawshank Redemption, The (1994)",5.0
u066,Shrek (2001),5.0
u066,"Sixth Sense, The (1999)",4.0
u066,Speed (1994),4.5
u066,Toy Story (1995),4.5
u066,"Truman Show, The (1998)",5.0
u066,Willy Wonka & the Chocolate Factory (1971),5.0
u067,Alien (1979),5.0
u067,Apocalypse Now (1979),5.0
u067,Back to the Future (1985),5.0
u067,Blade Runner (1982),5.0
u067,Fargo (1996),5.0
u067,"Godfather, The (1972)",5.0
u067,Independence Day (a.k.a. ID4) (1996),4.0
u067,Indiana Jones and the Last Crusade (1989),5.0
u067,Monty Python and the Holy Grail (1975),5.0
u067,One Flew Over the Cuckoo's Nest (1975),5.0
u067,"Princess Bride, The (1987)",4.0
u067,Pulp Fiction (1994),5.0
u067,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0
u067,Reservoir Dogs (1992),5.0
u067,Seven (a.k.a. Se7en) (1995),5.0
u067,"Shawshank Redemption, The (1994)",5.0
u067,"Silence of the Lambs, The (1991)",5.0
u067,Star Wars: Episode IV - A New Hope (1977),4.0
u067,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
u067,Star Wars: Episode VI - Return of the Jedi (1983),5.0
u067,Taxi Driver (1976),5.0
u067,Toy Story (1995),5.0
u067,True Lies (1994),5.0
u067,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5.0
u067,Willy Wonka & the Chocolate Factory (1971),5.0
u068,Aladdin (1992),4.0
u068,American Beauty (1999),4.0
u068,Apollo 13 (1995),4.0
u068,Back to the Future (1985),5.0
u068,Batman Begins (2005),4.0
u068,"Beautiful Mind, A (2001)",4.0
u068,Beauty and the Beast (1991),5.0
u068,Casablanca (1942),5.0
u068,Catch Me If You Can (2002),4.5
u068,"Dark Knight, The (2008)",5.0
u068,"Departed, The (2006)",4.0
u068,Die Hard (1988),4.0
u068,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.0
u068,Eternal Sunshine of the Spotless Mind (2004),4.0
u068,Fargo (1996),4.0
u068,Fight Club (1999),4.0
u068,Finding Nemo (2003),4.0
u068,Forrest Gump (1994),5.0
u068,"Godfather, The (1972)",5.0
u068,"Godfather: Part II, The (1974)",4.0
u068,Good Will Hunting (1997),5.0
u068,Goodfellas (1990),4.0
u068,Groundhog Day (1993),4.0
u068,Inception (2010),5.0
u068,"Incredibles, The (2004)",4.0
u068,"Lion King, The (1994)",4.0
u068,Mission: Impossible (1996),4.0
u068,"Monsters, Inc. (2001)",5.0
u068,Monty Python and the Holy Grail (1975),4.5
u068,Ocean's Eleven (2001),4.0
u068,One Flew Over the Cuckoo's Nest (1975),4.0
u068,Pirates of the Caribbean: The Curse of the Black Pearl (2003),5.0
u068,"Princess Bride, The (1987)",5.0
u068,Pulp Fiction (1994),5.0
u068,Reservoir Dogs (1992),4.0
u068,Schindler's List (1993),4.5
u068,Seven (a.k.a. Se7en) (1995),4.5
u068,"Shawshank Redemption, The (1994)",5.0
u068,"Shining, The (1980)",4.0
u068,Shrek (2001),4.0
u068,"Silence of the Lambs, The (1991)",5.0
u068,Toy Story (1995),5.0
u068,"Usual Suspects, The (1995)",4.0
u068,Willy Wonka & the Chocolate Factory (1971),5.0
u069,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",5.0
u069,American Beauty (1999),5.0
u069,American History X (1998),5.0
u069,Back to the Future (1985),4.5
u069,Braveheart (1995),4.0
u069,Dances with Wolves (1990),4.5
u069,Eternal Sunshine of the Spotless Mind (2004),4.5
u069,Fargo (1996),4.5
u069,Fight Club (1999),4.5
u069,Forrest Gump (1994),4.5
u069,"Fugitive, The (1993)",5.0
u069,Goodfellas (1990),4.0
u069,Groundhog Day (1993),4.5
u069,"Incredibles, The (2004)",4.0
u069,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0
u069,"Lord of the Rings: The Return of the King, The (2003)",4.5
u069,"Lord of the Rings: The Two Towers, The (2002)",4.0
u069,"Matrix, The (1999)",4.5
u069,Memento (2000),4.5
u069,One Flew Over the Cuckoo's Nest (1975),5.0
u069,Pulp Fiction (1994),4.5
u069,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0
u069,Saving Private Ryan (1998),5.0
u069,Schindler's List (1993),4.5
u069,Seven (a.k.a. Se7en) (1995),4.5
u069,"Shawshank Redemption, The (1994)",5.0
u069,"Silence of the Lambs, The (1991)",4.5
u069,Terminator 2: Judgment Day (1991),4.0
u069,"Terminator, The (1984)",4.5
u069,Toy Story (1995),4.0
u069,True Lies (1994),4.0
u069,"Usual Suspects, The (1995)",4.5
u070,Apollo 13 (1995),4.0
u070,Babe (1995),5.0
u070,Braveheart (1995),5.0
u070,Dances with Wolves (1990),4.0
u070,Fargo (1996),4.0
u070,Forrest Gump (1994),5.0
u070,"Fugitive, The (1993)",4.0
u070,Independence Day (a.k.a. ID4) (1996),5.0
u070,Jurassic Park (1993),4.0
u070,"Lion King, The (1994)",4.0
u070,Pulp Fiction (1994),4.0
u070,Seven (a.k.a. Se7en) (1995),4.0
u070,"Shawshank Redemption, The (1994)",5.0
u070,"Silence of the Lambs, The (1991)",4.0
u070,Speed (1994),5.0
u070,Terminator 2: Judgment Day (1991),5.0
u070,Toy Story (1995),4.0
u070,True Lies (1994),4.0
u070,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0
u071,2001: A Space Odyssey (1968),5.0
u071,Aladdin (1992),5.0
u071,Alien (1979),4.0
u071,Aliens (1986),5.0
u071,Beauty and the Beast (1991),5.0
u071,Blade Runner (1982),4.0
u071,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.0
u071,Gladiator (2000),4.0
u071,Groundhog Day (1993),5.0
u071,Independence Day (a.k.a. ID4) (1996),4.0
u071,Indiana Jones and the Last Crusade (1989),4.0
u071,Jurassic Park (1993),4.0
u071,"Lion King, The (1994)",4.0
u071,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0
u071,Men in Black (a.k.a. MIB) (1997),4.0
u071,Mission: Impossible (1996),4.0
u071,Monty Python and the Holy Grail (1975),5.0
u071,One Flew Over the Cuckoo's Nest (1975),4.0
u071,"Princess Bride, The (1987)",4.0
u071,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0
u071,Shrek (2001),5.0
u071,"Silence of the Lambs, The (1991)",5.0
u071,Speed (1994),4.0
u071,Star Wars: Episode IV - A New Hope (1977),4.0
u071,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
u071,Star Wars: Episode VI - Return of the Jedi (1983),5.0
u071,Terminator 2: Judgment Day (1991),5.0
u071,"Terminator, The (1984)",4.0
u071,Toy Story (1995),4.0
u071,True Lies (1994),4.0
u071,Willy Wonka & the Chocolate Factory (1971),5.0
u072,2001: A Space Odyssey (1968),4.0
u072,Alien (1979),4.0
u072,Aliens (1986),4.5
u072,American Beauty (1999),4.0
u072,Blade Runner (1982),4.5
u072,Casablanca (1942),4.0
u072,"Clockwork Orange, A (1971)",4.0
u072,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.5
u072,Eternal Sunshine of the Spotless Mind (2004),4.0
u072,Fargo (1996),4.5
u072,Full Metal Jacket (1987),4.5
u072,Groundhog Day (1993),4.5
u072,"Incredibles, The (2004)",4.0
u072,Kill Bill: Vol. 1 (2003),4.0
u072,L.A. Confidential (1997),4.0
u072,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5
u072,"Lord of the Rings: The Return of the King, The (2003)",4.5
u072,"Lord of the Rings: The Two Towers, The (2002)",4.5
u072,"Matrix, The (1999)",4.0
u072,Memento (2000),4.0
u072,Monty Python and the Holy Grail (1975),4.0
u072,Office Space (1999),4.5
u072,Pulp Fiction (1994),4.5
u072,Reservoir Dogs (1992),4.5
u072,Schindler's List (1993),4.0
u072,Seven (a.k.a. Se7en) (1995),4.0
u072,"Shining, The (1980)",4.5
u072,"Silence of the Lambs, The (1991)",4.0
u072,Star Wars: Episode IV - A New Hope (1977),4.0
u072,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
u072,Star Wars: Episode VI - Return of the Jedi (1983),4.0
u072,Taxi Driver (1976),4.5
u072,"Usual Suspects, The (1995)",4.5
u073,"Dark Knight, The (2008)",5.0
u073,"Departed, The (2006)",4.0
u073,Fight Club (1999),4.0
u073,Forrest Gump (1994),4.0
u073,Gladiator (2000),4.0
u073,Groundhog Day (1993),4.0
u073,Inception (2010),4.5
u073,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0
u073,"Lord of the Rings: The Return of the King, The (2003)",4.0
u073,"Lord of the Rings: The Two Towers, The (2002)",4.0
u073,"Matrix, The (1999)",4.0
u073,Schindler's List (1993),4.5
u073,"Shawshank Redemption, The (1994)",4.0
u073,"Silence of the Lambs, The (1991)",4.0
u073,"Sixth Sense, The (1999)",4.0
u074,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",5.0
u074,"Beautiful Mind, A (2001)",4.0
u074,Catch Me If You Can (2002),4.0
u074,Eternal Sunshine of the Spotless Mind (2004),5.0
u074,Fight Club (1999),4.0
u074,"Godfather, The (1972)",4.5
u074,"Godfather: Part II, The (1974)",4.0
u074,Good Will Hunting (1997),4.0
u074,Inception (2010),4.0
u074,"Incredibles, The (2004)",4.0
u074,Kill Bill: Vol. 1 (2003),4.0
u074,"Monsters, Inc. (2001)",4.0
u074,One Flew Over the Cuckoo's Nest (1975),4.5
u074,Schindler's List (1993),5.0
u074,"Shawshank Redemption, The (1994)",4.0
u075,American Beauty (1999),4.0
u075,American History X (1998),4.0
u075,Apollo 13 (1995),4.0
u075,Back to the Future (1985),5.0
u075,"Beautiful Mind, A (2001)",4.0
u075,Die Hard (1988),5.0
u075,Fargo (1996),5.0
u075,Full Metal Jacket (1987),4.0
u075,Gladiator (2000),4.0
u075,Good Will Hunting (1997),4.0
u075,Goodfellas (1990),5.0
u075,Indiana Jones and the Last Crusade (1989),4.0
u075,Mission: Impossible (1996),5.0
u075,Pulp Fiction (1994),5.0
u075,Reservoir Dogs (1992),5.0
u075,Schindler's List (1993),4.0
u075,"Shawshank Redemption, The (1994)",5.0
u075,"Sixth Sense, The (1999)",5.0
u075,Speed (1994),4.0
u075,Star Wars: Episode IV - A New Hope (1977),4.0
u075,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
u075,Star Wars: Episode VI - Return of the Jedi (1983),4.0
u075,Trainspotting (1996),4.0
u075,"Truman Show, The (1998)",4.0
u075,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0
u075,"Usual Suspects, The (1995)",5.0
u076,2001: A Space Odyssey (1968),4.0
u076,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0
u076,American Beauty (1999),5.0
u076,American History X (1998),5.0
u076,Babe (1995),4.0
u076,Back to the Future (1985),5.0
u076,"Beautiful Mind, A (2001)",4.0
u076,Casablanca (1942),5.0
u076,"Clockwork Orange, A (1971)",5.0
u076,Fight Club (1999),5.0
u076,Forrest Gump (1994),5.0
u076,Good Will Hunting (1997),4.0
u076,Goodfellas (1990),4.0
u076,"Green Mile, The (1999)",5.0
u076,Groundhog Day (1993),4.0
u076,L.A. Confidential (1997),4.0
u076,"Lion King, The (1994)",4.0
u076,"Matrix, The (1999)",5.0
u076,Memento (2000),4.0
u076,Men in Black (a.k.a. MIB) (1997),4.0
u076,Ocean's Eleven (2001),4.0
u076,"Princess Bride, The (1987)",5.0
u076,Pulp Fiction (1994),5.0
u076,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0
u076,Reservoir Dogs (1992),5.0
u076,Saving Private Ryan (1998),4.0
u076,Seven (a.k.a. Se7en) (1995),5.0
u076,"Shawshank Redemption, The (1994)",5.0
u076,"Silence of the Lambs, The (1991)",4.0
u076,Star Wars: Episode IV - A New Hope (1977),5.0
u076,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
u076,Star Wars: Episode VI - Return of the Jedi (1983),5.0
u076,Trainspotting (1996),4.0
u076,"Truman Show, The (1998)",4.0
u076,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5.0
u076,"Usual Suspects, The (1995)",5.0
u077,Alien (1979),4.0
u077,American Beauty (1999),5.0
u077,Apocalypse Now (1979),5.0
u077,Apollo 13 (1995),4.0
u077,Blade Runner (1982),5.0
u077,"Bourne Identity, The (2002)",4.0
u077,Casablanca (1942),5.0
u077,Catch Me If You Can (2002),4.0
u077,"Clockwork Orange, A (1971)",4.0
u077,"Departed, The (2006)",4.0
u077,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),5.0
u077,Eternal Sunshine of the Spotless Mind (2004),4.0
u077,Fargo (1996),5.0
u077,"Fugitive, The (1993)",4.0
u077,Gladiator (2000),4.0
u077,"Godfather, The (1972)",4.0
u077,Goodfellas (1990),4.0
u077,Groundhog Day (1993),4.0
u077,L.A. Confidential (1997),5.0
u077,"Matrix, The (1999)",4.0
u077,Memento (2000),4.0
u077,Men in Black (a.k.a. MIB) (1997),4.0
u077,Monty Python and the Holy Grail (1975),5.0
u077,"Princess Bride, The (1987)",4.0
u077,Pulp Fiction (1994),4.0
u077,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0
u077,Reservoir Dogs (1992),4.0
u077,Saving Private Ryan (1998),4.0
u077,Schindler's List (1993),5.0
u077,"Shawshank Redemption, The (1994)",4.0
u077,"Silence of the Lambs, The (1991)",4.0
u077,"Sixth Sense, The (1999)",4.0
u077,Star Wars: Episode IV - A New Hope (1977),4.0
u077,"Terminator, The (1984)",5.0
u077,"Usual Suspects, The (1995)",4.0
u078,Aladdin (1992),4.0
u078,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",5.0
u078,Apollo 13 (1995),4.0
u078,Back to the Future (1985),4.0
u078,Batman Begins (2005),4.0
u078,"Beautiful Mind, A (2001)",4.0
u078,"Bourne Identity, The (2002)",4.0
u078,Braveheart (1995),4.5
u078,Catch Me If You Can (2002),4.5
u078,"Dark Knight, The (2008)",5.0
u078,Donnie Darko (2001),5.0
u078,Eternal Sunshine of the Spotless Mind (2004),4.5
u078,Fight Club (1999),5.0
u078,Finding Nemo (2003),4.0
u078,Forrest Gump (1994),4.0
u078,Gladiator (2000),4.0
u078,Good Will Hunting (1997),4.5
u078,Goodfellas (1990),4.0
u078,"Incredibles, The (2004)",4.0
u078,Kill Bill: Vol. 1 (2003),5.0
u078,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0
u078,"Lord of the Rings: The Return of the King, The (2003)",4.0
u078,"Lord of the Rings: The Two Towers, The (2002)",4.5
u078,"Matrix, The (1999)",5.0
u078,Memento (2000),4.0
u078,Men in Black (a.k.a. MIB) (1997),4.0
u078,Ocean's Eleven (2001),4.0
u078,Office Space (1999),4.0
u078,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.0
u078,"Princess Bride, The (1987)",5.0
u078,Pulp Fiction (1994),5.0
u078,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0
u078,Seven (a.k.a. Se7en) (1995),4.0
u078,"Shawshank Redemption, The (1994)",5.0
u078,Speed (1994),4.0
u078,Star Wars: Episode IV - A New Hope (1977),5.0
u078,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
u078,Star Wars: Episode VI - Return of the Jedi (1983),5.0
u078,Willy Wonka & the Chocolate Factory (1971),4.0
u079,American Beauty (1999),5.0
u079,Apollo 13 (1995),4.0
u079,Babe (1995),5.0
u079,Back to the Future (1985),5.0
u079,E.T. the Extra-Terrestrial (1982),5.0
u079,Forrest Gump (1994),5.0
u079,Goodfellas (1990),4.0
u079,Independence Day (a.k.a. ID4) (1996),4.0
u079,Indiana Jones and the Last Crusade (1989),5.0
u079,Jurassic Park (1993),5.0
u079,Men in Black (a.k.a. MIB) (1997),4.0
u079,"Princess Bride, The (1987)",5.0
u079,Pulp Fiction (1994),5.0
u079,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0
u079,Saving Private Ryan (1998),5.0
u079,"Silence of the Lambs, The (1991)",5.0
u079,"Sixth Sense, The (1999)",5.0
u079,Star Wars: Episode IV - A New Hope (1977),5.0
u079,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
u079,Star Wars: Episode VI - Return of the Jedi (1983),5.0
u079,Terminator 2: Judgment Day (1991),5.0
u079,"Terminator, The (1984)",5.0
u079,Toy Story (1995),5.0
u079,True Lies (1994),4.0
u079,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0
u080,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0
u080,American Beauty (1999),4.0
u080,American History X (1998),5.0
u080,Apocalypse Now (1979),4.5
u080,Batman Begins (2005),4.0
u080,"Clockwork Orange, A (1971)",4.0
u080,"Dark Knight, The (2008)",4.0
u080,Donnie Darko (2001),5.0
u080,Eternal Sunshine of the Spotless Mind (2004),4.5
u080,Fight Club (1999),5.0
u080,Full Metal Jacket (1987),5.0
u080,"Godfather, The (1972)",4.0
u080,Kill Bill: Vol. 1 (2003),4.5
u080,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0
u080,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.5
u080,"Matrix, The (1999)",4.5
u080,Memento (2000),4.5
u080,Monty Python and the Holy Grail (1975),5.0
u080,Pulp Fiction (1994),4.5
u080,Reservoir Dogs (1992),4.5
u080,Schindler's List (1993),4.5
u080,Seven (a.k.a. Se7en) (1995),5.0
u080,Shrek (2001),4.0
u080,"Silence of the Lambs, The (1991)",4.5
u081,American Beauty (1999),4.5
u081,Fight Club (1999),4.5
u081,Forrest Gump (1994),4.5
u081,Gladiator (2000),4.0
u081,Good Will Hunting (1997),4.5
u081,Inception (2010),5.0
